object_id,ifc_guid,category,ifc_class,predefined_type,effective_type,object_type,old_schedule_zone,proposed_zones,quantity_role
P2_B02-003,1EK_2fDcfO_xt2TpAHPtWW,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-004,26Hr2WtizQhOz5LWnyNFVE,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-005,3H0A2HlqXTJRH8_XL5Ozu5,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-006,1AouH4RYvJvQ_hvuDBdGBW,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-007,0moY_eYEfKGgdIiWoO0O1N,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-008,0rDyWfuvHNRw1l$qGsbx4G,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-009,3756lQSr5NYurbLUZNgGb9,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-010,1qaZEMQ5jInwicnhrMFZhb,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-011,0miIjqtkTPJhDUU6saWJPN,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-012,2T8B915TXIigfNz$wxZetq,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-013,19uBlnQgvMg8Gn_anAYAQ4,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-014,2AxRulHYPH$xp15rZ$dbtj,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-015,0osYJtEs5Sbgod4deKoahE,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-016,2IAkCIY$DUSxNvkQRbEImD,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-017,2CCjCsUd5IhvFwiUJt2ajj,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-018,3MSPqxHKPPoeuMNt2rxo1M,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-019,3MWXbq4V5GuwUE0nASlF8n,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-020,3ntOA1hurTSgeIwv2XPgYb,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-021,3QRKInOOHMdO6axKABKzpV,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-022,0i8jfoPVnVfv66xj_BVgw_,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-023,1nQZ7ZgV1HDAtptTHMz60i,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-024,0M_STCtu1HHhnwkyyP81xh,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-025,1oSsFcVCvNyOLUUbWRbZgn,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-026,1lnpOFZEvUW8xp0ueciVA_,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-027,0ZQjG$VzTSYR0vPnJIPxHJ,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-028,1wFQwB9uTKHOb_VjXq8KhC,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-029,0Q01wiuVTKdvE$bhYvVQHE,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-030,0wF4F$v7DNBOzCik2mhtXC,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-031,1ng29UucXRYfR6dKQy201V,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-032,1BLI$XFK5KZPMkmZXIYPWh,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-033,3BwmWztm9IoxgYBoH861xH,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-034,2wl8HyhinORAerNegojv67,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-035,32jPPUosTGIOk4jC$7PxnR,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-036,1U8eZd8Y9IoAafZ8E32OmH,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-037,10k7kijNjNhQtof38cIO7b,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-038,2LEc2EUifTbQJtY3iEOYWj,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-039,32f4sEM6zPUuCn6CyfslJs,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-040,3C0G2i60HUZ8WzJOc7EyWX,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-041,0yW2_Hu7jPOhzN47Q1xuvd,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-042,3hpkMCZnXGdQngESO4hMqB,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-043,0GnLJ2yh1QtuE9sA7rNiMa,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-044,1KdWwm8HrJAv15wyil3PL_,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-045,1NM5x5TorRwuWXy_lG0PPJ,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-046,3tYcq0cT9Jme$piD2xXBq2,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-047,3w5BTXVgnLSxbuLB7c1Y3g,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-048,0kPZnZvSfNkxeXAe$cgrUB,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-049,0P6O9mAc1RpgqrbCoKwF3Z,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-050,1vINH5uGTHTwu$flpzLoJU,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-051,3TTHamwC1LO8H7ypRj5Xk2,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-052,0jtu5AXVPOsRx5WFqShNd8,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-053,2jzq6vuiXNYA4R1lh1PzIy,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-054,2s1G$Wr4rNg8o$xNJy_u00,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-055,0ta8lLS65LAxCNHCt4vsjx,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-056,0Xs7yqxJPL19Bb4D497jGj,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-057,1aNixMQATOXg85829s8m4t,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-058,398nWdesTVEhQOokSd69OG,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-059,2lfN3RvZDMPQlF9DD35mzt,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-060,08jbWsA6DIV8HyLVslMvU5,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-061,3143Q3woPSLPKGH9LLy36U,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-062,10CRIVYRLJvApE4WsWYIQk,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-063,0gLcHazYHSeucFRzvIJ8I5,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-064,36BAcmQtLSTPHXoYAWTU6Q,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-065,1KiPGm0QHIEx_74Sv2lbWq,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-066,1NOWCLlVfGR8IHzI37hTen,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-067,1baS$714rJP9QjGHaBA5sZ,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-068,225WXkW0vJXudtqx51yGFS,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-069,3KJfhQ9K1Skw1MzY2KgETp,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-070,1FUa76mq1IYO31CSBrZdbc,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-071,1eJbEth81VTxpYhBg9QTfu,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-072,3vOmWk7GXOXe9l$qV1pMp2,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-073,0IpkH07iPG7vLwp62HHiZb,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-074,3c8bTdCWLQ7P5DMxBQqNI_,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-075,1ZAtG34LPTmQwln5RiEyW$,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-076,2YMQMqwhHGywaHPYWOWqWt,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-077,0EBiUedKHTEOL3eErFrO4A,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-078,3FMjPXsnfGpP0DurOJSLG7,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-079,1xEbI2cTrLRheQA84xs8lP,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-080,1Z04rRnxvP4O2u8O_axddQ,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-081,2XZ_FYS5nSs87P6_RnvUW1,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-082,1Hic1QqMrNgB7Gbzcdnm$C,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-083,3oZzkHiofJ8ulGxpAgcP9S,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-084,1loQVuRNjJyBYb6$AKhAIB,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-085,03rDAEfdXITBL6BEpwl1FD,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-086,31gWpKOaHTl8v1RSm5nFpZ,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-087,1$vnc_buHSh8Q12vn_1WvU,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-088,1SbhZrugbVNfSGbjlz_Nbr,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-089,2XDc0yDWPMTvIEXaQgoC3c,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-090,3M6sWh9PLLZu162WuStDtW,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-091,0FaLduJaPMUgYeuzIOxgGb,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-092,0jJtCTqUPL3ft9tDBgPtwp,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-093,0vzpV254rQa8iHvljY3QM3,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-094,0NWhm4jlzHSAkFoIBLPPc_,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-095,2wQnHNmDDJNBaiMWQamcJH,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-096,3WlWxZ5nrRvOJMOVoAZhhF,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-097,39DT_JyjXQqfJAIXNvmD8s,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-098,1$jUzLQTvNM96K92TadM6N,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-099,2pl_OPPufTjBqa6DXz88LY,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_B02-100,17XM_gLujL8OomUALJg9lL,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_Y02-001,0JVtOADojS7hS1W3QoHQrZ,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_Y02-002,1LsoqFg0nK2uRcNlusjIon,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_Y02-003,2Sexj69MzKvBuvjK6F_Hgl,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_Y02-004,2R0yu1MGbNtR_2d3QfJwMi,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_Y02-005,3zqIKwKubSrAmC3blv_Mbv,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_Y02-006,39pPyKY21OkODw1Q4FuXSt,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_Y02-007,0ObqtzWTfOifnZ3j_cQp4J,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_Y02-008,3Ru$i9$HbJLgSOsCGag0V9,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_Y02-009,01LVPZcrDSBR9URD8oVazO,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_Y02-010,0NTWbxatLP$e8VALcJ$XpY,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_Y02-011,3oWsssxDXMGxJC1j_U$Dyv,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_Y02-012,3$GPjaFUXL2gRwwiHXm2df,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_Y02-013,3EF_TcXnHM8Ojrqqx03_rF,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_Y02-014,1yYRr2xpnOwuq$NdZFsYPG,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_Y02-015,2JN3EuDlLSeBIf5HIpLJtj,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_Y02-016,1OYSoeUQ5RzOGtrHgtmYnS,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_Y02-017,2c1CHqqMLRfe8Y28ZFn4gn,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
P2_Y02-018,15IwRwXqTJBuW5B6QRcDj8,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,D,D,INDIVIDUAL_PLANT_COUNT
